SoundName,FileNames,DirectoryBase,Volume,Pitch,PitchVariance,Priority,Channel,Flags,MinDistance,MaxDistance,DistanceCutoff,EAXFlags,InBeta,version
WispYes,"WispYes1.wav,WispYes2.wav,WispYes3.wav",Units\NightElf\Wisp\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
WispReady,WispReady1.wav,Units\NightElf\Wisp\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BansheeWhat,"BansheeWhat1.wav,BansheeWhat2.wav,BansheeWhat3.wav,BansheeWhat4.wav,BansheeWhat5.wav",Units\Undead\Banshee\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BansheePissed,"BansheePissed1.wav,BansheePissed2.wav,BansheePissed3.wav,BansheePissed4.wav,BansheePissed5.wav",Units\Undead\Banshee\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BansheeYesAttack,"BansheeYesAttack1.wav,BansheeYesAttack2.wav,BansheeYesAttack3.wav",Units\Undead\Banshee\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BansheeYes,"BansheeYes1.wav,BansheeYes2.wav,BansheeYes3.wav,BansheeYes4.wav,BansheeYes5.wav",Units\Undead\Banshee\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BansheeReady,BansheeReady1.wav,Units\Undead\Banshee\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
BansheeWarcry,BansheeWarcry1.wav,Units\Undead\Banshee\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
ObsidianDestroyerWhat,"ObsidianAvengerWhat1.wav,ObsidianAvengerWhat2.wav,ObsidianAvengerWhat3.wav",Units\Undead\ObsidianStatue\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianDestroyerPissed,ObsidianAvengerPissed1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianDestroyerYesAttack,ObsidianAvengerYesAttack1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianDestroyerYes,"ObsidianAvengerYes1.wav,ObsidianAvengerYes2.wav,ObsidianAvengerYes3.wav",Units\Undead\ObsidianStatue\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianDestroyerReady,ObsidianAvengerReady1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianDestroyerWarcry,ObsidianAvengerReady1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianStatueWhat,"ObsidianStatueWhat1.wav,ObsidianStatueWhat2.wav,ObsidianStatueWhat3.wav",Units\Undead\ObsidianStatue\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianStatuePissed,ObsidianStatueReady1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianStatueYesAttack,"ObsidianStatueYes1.wav,ObsidianStatueYes2.wav,ObsidianStatueYes3.wav",Units\Undead\ObsidianStatue\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianStatueYes,"ObsidianStatueYes1.wav,ObsidianStatueYes2.wav,ObsidianStatueYes3.wav",Units\Undead\ObsidianStatue\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianStatueReady,ObsidianStatueReady1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
ObsidianStatueWarcry,ObsidianStatueReady1.wav,Units\Undead\ObsidianStatue\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,1
CryptFiendWhat,"CryptFiendWhat1.wav,CryptFiendWhat2.wav,CryptFiendWhat3.wav,CryptFiendWhat4.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
CryptFiendPissed,"CryptFiendPissed1.wav,CryptFiendPissed2.wav,CryptFiendPissed3.wav,CryptFiendPissed4.wav,CryptFiendPissed5.wav,CryptFiendPissed6.wav,CryptFiendPissed7.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
CryptFiendYesAttack,"CryptFiendYesAttack1.wav,CryptFiendYesAttack2.wav,CryptFiendYesAttack3.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
CryptFiendYes,"CryptFiendYes1.wav,CryptFiendYes2.wav,CryptFiendYes3.wav,CryptFiendYes4.wav",Units\Undead\CryptFiend\,105,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
CryptFiendReady,CryptFiendReady1.wav,Units\Undead\CryptFiend\,105,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
CryptFiendWarcry,CryptFiendWarcry1.wav,Units\Undead\CryptFiend\,105,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FrostWyrmWhat,"FrostwyrmWhat1.wav,FrostwyrmWhat2.wav,FrostwyrmWhat3.wav",Units\Undead\FrostWyrm\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FrostWyrmPissed,"FrostwyrmPissed1.wav,FrostwyrmPissed2.wav,FrostwyrmPissed3.wav,FrostwyrmPissed4.wav,FrostwyrmPissed5,wav",Units\Undead\FrostWyrm\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FrostWyrmYesAttack,"FrostwyrmYesAttack1.wav,FrostwyrmYesAttack2.wav,FrostwyrmYesAttack3.wav",Units\Undead\FrostWyrm\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FrostWyrmYes,"FrostwyrmYes1.wav,FrostwyrmYes2.wav,FrostwyrmYes3.wav",Units\Undead\FrostWyrm\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FrostWyrmReady,FrostwyrmReady1.wav,Units\Undead\FrostWyrm\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
FrostWyrmWarcry,FrostwyrmWarcry1.wav,Units\Undead\FrostWyrm\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhoulWhat,"GhoulWhat1.wav,GhoulWhat2.wav,GhoulWhat3.wav,GhoulWhat4.wav",Units\Undead\Ghoul\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhoulPissed,"GhoulPissed1.wav,GhoulPissed2.wav,GhoulPissed3.wav,GhoulPissed4.wav",Units\Undead\Ghoul\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhoulYesAttack,"GhoulYesAttack1.wav,GhoulYesAttack2.wav,GhoulYesAttack3.wav,GhoulYesAttack4.wav",Units\Undead\Ghoul\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhoulYes,"GhoulYes1.wav,GhoulYes2.wav,GhoulYes3.wav,GhoulYes4.wav",Units\Undead\Ghoul\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhoulReady,GhoulReady1.wav,Units\Undead\Ghoul\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GhoulWarcry,GhoulWarcry1.wav,Units\Undead\Ghoul\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
AbominationWhat,"AbominationWhat1.wav,AbominationWhat2.wav,AbominationWhat3.wav,AbominationWhat4.wav",Units\Undead\Abomination\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
AbominationPissed,"AbominationPissed1.wav,AbominationPissed2.wav,AbominationPissed3.wav,AbominationPissed4.wav,AbominationPissed5.wav,AbominationPissed6.wav",Units\Undead\Abomination\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
AbominationYesAttack,"AbominationYesAttack1.wav,AbominationYesAttack2.wav,AbominationYesAttack3.wav,AbominationYesAttack4.wav",Units\Undead\Abomination\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
AbominationYes,"AbominationYes1.wav,AbominationYes2.wav,AbominationYes3.wav,AbominationYes4.wav,AbominationYes5.wav",Units\Undead\Abomination\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
AbominationReady,AbominationReady1.wav,Units\Undead\Abomination\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
AbominationWarcry,AbominationWarcry1.wav,Units\Undead\Abomination\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
EvilArthasWhat,"EvilArthasWhat1.wav,EvilArthasWhat2.wav,EvilArthasWhat3.wav,EvilArthasWhat4.wav",Units\Undead\EvilArthas\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
EvilArthasPissed,"EvilArthasPissed1.wav,EvilArthasPissed2.wav,EvilArthasPissed3.wav,EvilArthasPissed4.wav,EvilArthasPissed5.wav",Units\Undead\EvilArthas\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
EvilArthasYesAttack,"EvilArthasYesAttack1.wav,EvilArthasYesAttack2.wav,EvilArthasYesAttack3.wav,EvilArthasYesAttack4.wav,EvilArthasYesAttack5.wav,EvilArthasYesAttack6.wav",Units\Undead\EvilArthas\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
EvilArthasYes,"EvilArthasYes1.wav,EvilArthasYes2.wav,EvilArthasYes3.wav,EvilArthasYes4.wav",Units\Undead\EvilArthas\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
EvilArthasWarcry,EvilArthasWarcry1.wav,Units\Undead\EvilArthas\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
HeroCryptLordWhat,"NerubianCryptLordWhat1.wav,NerubianCryptLordWhat2.wav,NerubianCryptLordWhat3.wav,NerubianCryptLordWhat4.wav,NerubianCryptLordWhat5.wav",Units\Undead\HeroCryptLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
HeroCryptLordPissed,"NerubianCryptLordPissed1.wav,NerubianCryptLordPissed2.wav,NerubianCryptLordPissed3.wav,NerubianCryptLordPissed4.wav,NerubianCryptLordPissed5.wav,NerubianCryptLordPissed6.wav",Units\Undead\HeroCryptLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
HeroCryptLordYesAttack,"NerubianCryptLordYesAttack1.wav,NerubianCryptLordYesAttack2.wav,NerubianCryptLordYesAttack3.wav",Units\Undead\HeroCryptLord\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
HeroCryptLordYes,"NerubianCryptLordYes1.wav,NerubianCryptLordYes2.wav,NerubianCryptLordYes3.wav,NerubianCryptLordYes4.wav,NerubianCryptLordYes5.wav",Units\Undead\HeroCryptLord\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
HeroCryptLordReady,NerubianCryptLordReady1.wav,Units\Undead\HeroCryptLord\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
HeroCryptLordWarcry,NerubianCryptLordWarcry1.wav,Units\Undead\HeroCryptLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,1
HeroDeathKnightWhat,"DeathKnightWhat1.wav,DeathKnightWhat2.wav,DeathKnightWhat3.wav,DeathKnightWhat4.wav",Units\Undead\HeroDeathKnight\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDeathKnightPissed,"DeathKnightPissed1.wav,DeathKnightPissed2.wav,DeathKnightPissed3.wav,DeathKnightPissed4.wav,DeathKnightPissed5.wav,DeathKnightPissed6.wav",Units\Undead\HeroDeathKnight\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDeathKnightYesAttack,"DeathKnightYesAttack1.wav,DeathKnightYesAttack2.wav,DeathKnightYesAttack3.wav",Units\Undead\HeroDeathKnight\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDeathKnightYes,"DeathKnightYes1.wav,DeathKnightYes2.wav,DeathKnightYes3.wav,DeathKnightYes4.wav,DeathKnightYes5.wav",Units\Undead\HeroDeathKnight\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDeathKnightReady,DeathKnightReady1.wav,Units\Undead\HeroDeathKnight\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDeathKnightWarcry,DeathKnightWarcry1.wav,Units\Undead\HeroDeathKnight\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordWhat,"HeroDreadlordWhat1.wav,HeroDreadlordWhat2.wav,HeroDreadlordWhat3.wav,HeroDreadlordWhat4.wav",Units\Undead\HeroDreadLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordPissed,"HeroDreadlordPissed1.wav,HeroDreadlordPissed2.wav,HeroDreadlordPissed3.wav,HeroDreadlordPissed4.wav,HeroDreadlordPissed5.wav,HeroDreadlordPissed6.wav,HeroDreadlordPissed7.wav",Units\Undead\HeroDreadLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordYesAttack,"HeroDreadlordYesAttack1.wav,HeroDreadlordYesAttack2.wav,HeroDreadlordYesAttack3.wav",Units\Undead\HeroDreadLord\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordYes,"HeroDreadlordYes1.wav,HeroDreadlordYes2.wav,HeroDreadlordYes3.wav,HeroDreadlordYes4.wav",Units\Undead\HeroDreadLord\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordReady,HeroDreadlordReady1.wav,Units\Undead\HeroDreadLord\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordWarcry,HeroDreadlordWarcry1.wav,Units\Undead\HeroDreadLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordMorphedWhat,"DreadLordMorphedWhat1.wav,DreadLordMorphedWhat2.wav",Units\Undead\HeroDreadLord\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroDreadLordMorphedYes,"DreadLordMorphedYes1.wav,DreadLordMorphedYes2.wav",Units\Undead\HeroDreadLord\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroLichWhat,"HeroLichWhat1.wav,HeroLichWhat2.wav,HeroLichWhat3.wav,HeroLichWhat4.wav",Units\Undead\HeroLich\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroLichPissed,"HeroLichPissed1.wav,HeroLichPissed2.wav,HeroLichPissed3.wav,HeroLichPissed4.wav,HeroLichPissed5.wav,HeroLichPissed6.wav,HeroLichPissed7.wav,HeroLichPissed8.wav",Units\Undead\HeroLich\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroLichYesAttack,"HeroLichYesAttack1.wav,HeroLichYesAttack2.wav,HeroLichYesAttack3.wav",Units\Undead\HeroLich\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroLichYes,"HeroLichYes1.wav,HeroLichYes2.wav,HeroLichYes3.wav,HeroLichYes4.wav,HeroLichYes5.wav",Units\Undead\HeroLich\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroLichReady,HeroLichReady1.wav,Units\Undead\HeroLich\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
HeroLichWarcry,HeroLichWarcry1.wav,Units\Undead\HeroLich\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
AcolyteWhat,"AcolyteWhat1.wav,AcolyteWhat2.wav,AcolyteWhat3.wav,AcolyteWhat4.wav,AcolyteWhat5.wav",Units\Undead\Acolyte\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
AcolytePissed,"AcolytePissed1.wav,AcolytePissed2.wav,AcolytePissed3.wav,AcolytePissed4.wav,AcolytePissed5.wav,AcolytePissed6.wav,AcolytePissed7.wav,AcolytePissed8.wav",Units\Undead\Acolyte\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
AcolyteYesAttack,"AcolyteYesAttack1.wav,AcolyteYesAttack2.wav,AcolyteYesAttack3.wav",Units\Undead\Acolyte\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
AcolyteYes,"AcolyteYes1.wav,AcolyteYes2.wav,AcolyteYes3.wav,AcolyteYes4.wav",Units\Undead\Acolyte\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
AcolyteReady,AcolyteReady1.wav,Units\Undead\Acolyte\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
AcolyteWarcry,AcolyteWarcry1.wav,Units\Undead\Acolyte\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,1,0
GargoyleWhat,"GargoyleWhat1.wav,GargoyleWhat2.wav,GargoyleWhat3.wav",Units\Undead\Gargoyle\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GargoyleYesAttack,"GargoyleYesAttack1.wav,GargoyleYesAttack2.wav,GargoyleYesAttack3.wav",Units\Undead\Gargoyle\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GargoyleYes,"GargoyleYes1.wav,GargoyleYes2.wav,GargoyleYes3.wav",Units\Undead\Gargoyle\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
GargoyleReady,GargoyleReady1.wav,Units\Undead\Gargoyle\,127,1,0.01,1000,4,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,DefaultEAXON,1,0
KelThuzadLichWhat,"KelThuzadWhat1.wav,KelThuzadWhat2.wav,KelThuzadWhat3.wav,KelThuzadWhat4.wav",Units\Undead\KelThuzadLich\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
KelThuzadLichPissed,"KelThuzadPissed1.wav,KelThuzadPissed2.wav,KelThuzadPissed3.wav,KelThuzadPissed4.wav,KelThuzadPissed5.wav",Units\Undead\KelThuzadLich\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
KelThuzadLichYesAttack,"KelThuzadYesAttack1.wav,KelThuzadYesAttack2.wav,KelThuzadYesAttack3.wav",Units\Undead\KelThuzadLich\,127,1,0.01,1000,2,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
KelThuzadLichYes,"KelThuzadYes1.wav,KelThuzadYes2.wav,KelThuzadYes3.wav,KelThuzadYes4.wav",Units\Undead\KelThuzadLich\,127,1,0.01,1000,3,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
KelThuzadLichWarcry,KelThuzadWarcry1.wav,Units\Undead\KelThuzadLich\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
KelThuzadNecroWhat,"KelThuzadWhat1.wav,KelThuzadWhat2.wav,KelThuzadWhat3.wav,KelThuzadWhat4.wav",Units\Undead\KelThuzadNecro\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
KelThuzadNecroPissed,"KelThuzadPissed1.wav,KelThuzadPissed2.wav,KelThuzadPissed3.wav,KelThuzadPissed4.wav,KelThuzadPissed5.wav",Units\Undead\KelThuzadNecro\,127,1,0.01,1000,1,"WANT3D,NODUPEUSERNAMES,CHANNELFULLPREEMPT,RANDOMPITCH",3000,10000,100000,HeroAcksEAX,0,0
