alias	code	comments	version	useInEditor	hero	item	sort	race	checkDep	levels	reqLevel
AIwb	AIwb	ItemWeb	1	1	0	1	item	other	0	1	0
AImo	AImo	ItemMonsterLure	1	1	0	1	item	other	0	1	0
AIct	AIct	ItemChangeTOD	1	1	0	1	item	other	0	1	0
AIri	AIri	ItemRandomItem	1	1	0	1	item	other	0	1	0
AIsr	AIsr	Runed Bracers	1	1	0	1	item	other	0	1	0
Ablp	Ablp	BlightPlacement	1	1	0	1	item	other	0	1	0
AIpv	AIpv	ItemPotionVampirism	1	1	0	1	item	other	0	1	0
Aste	Aste	ManaSteal	1	1	0	1	item	other	0	1	0
Amec	Amec	MechanicalCritter	1	1	0	1	item	other	0	1	0
Ashs	Ashs	ShadowSight	1	1	0	1	item	other	0	1	0
ANpr	ANpr	Preservation	1	1	0	1	item	other	0	1	0
ANsa	ANsa	Sanctuary	1	1	0	1	item	other	0	1	0
ANss	ANss	Spell Shield	1	1	0	1	item	other	0	1	0
ANse	ANse	Spell Shield AOE	1	1	0	1	item	other	0	1	0
Aret	Aret	Retrain	1	1	0	1	item	other	0	1	0
AImt	AHmt	Staff o' Teleportation	1	1	0	1	item	other	0	1	0
Aspb	Aspb	Spell Book	1	1	0	1	item	other	0	1	0
AIrd	AIrd	Raise Dead (Item)	1	1	0	1	item	other	0	1	0
AItb	AItb	Dust of Appearance	1	1	0	1	item	other	0	1	0
AIdv	AHds	Divine Shield (Item)	1	1	0	1	item	other	0	1	0
AIse	ANsi	Silence(Item)	1	1	0	1	item	other	0	1	0
AIpg	Aprg	Purge(orb)	0	1	0	1	item	other	0	1	0
AIps	Aprg	Purge(Totem, SP)	0	1	0	1	item	other	0	1	0
AIfg	Aclf	Cloud of Fog (Item)	1	1	0	1	item	other	0	1	0
APrl	AHre	Rune of Lesser Resurrection	1	1	0	1	item	other	0	1	0
APrr	AHre	Rune of Greater Resurrection	1	1	0	1	item	other	0	1	0
AIrb	AIrb	Rune of Rebirth	1	1	0	1	item	other	0	1	0
Aspp	Aspl	Rune of Spirit Link	1	1	0	1	item	other	1	1	0
AUds	AUds	Dark Summoning	0	1	0	1	item	other	0	1	0
APwt	Aeye	Rune of the Watcher	1	1	0	1	item	other	1	1	0
AIuf	Auhf	Unholy Frenzy (item)	1	1	0	1	item	other	0	1	0
AId0	AIde	DefenseBonus (+10)	1	1	0	1	item	other	0	1	0
AIcm	Acmg	Control Magic (item)	1	1	0	1	item	other	0	1	0
AImz	AImm	MaxManaBonus (Leastest)	1	1	0	1	item	other	0	1	0
AIfz	ANfd	Finger of Death (item)	1	1	0	1	item	other	0	1	0
AIdp	AUdp	Death Pact (item)	1	1	0	1	item	other	0	1	0
AImv	AImm	MaxManaBonus (Leastest, Really)	1	1	0	1	item	other	0	1	0
AIpx	AImi	Permanent Hit point Bonus (small)	1	1	0	1	item	other	0	1	0
AIdd	AIdd	Defend (Item)	1	1	0	1	item	other	0	1	0
AId7	AIde	Defense Bonus (+7)	1	1	0	1	item	other	0	1	0
AId8	AIde	DefenseBonus (+8)	1	1	0	1	item	other	0	1	0
AIlz	AIml	MaxLifeBonus (Leastest)	1	1	0	1	item	other	0	1	0
AIhx	AIhe	ItemHeal (Leastest)	1	1	0	1	item	other	0	1	0
AIaz	AIab	AgilityBonus (+10)	1	1	0	1	item	other	0	1	0
AIrx	AHre	Resurrection - Item	1	1	0	1	item	other	0	1	0
AIbx	AHbh	Bash (item)	1	1	0	1	item	other	0	1	0
AItx	AIat	AttackBonus +20	1	1	0	1	item	other	0	1	0
AIwm	ANwm	Watery Minion (item)	1	1	0	1	item	other	0	1	0
AIsh	AIsh	Summon Headhunter (item)	1	1	0	1	item	other	0	1	0
AI2m	AImm	200 mana bonus	1	1	0	1	item	other	0	1	0
AIgx	Aoar	Aura - Regeneration (item)	1	1	0	1	item	other	0	1	0
AIhl	AHhb	Holy Light (item)	1	1	0	1	item	other	0	1	0
AIsz	Aspo	Slow Poison (item)	1	1	0	1	item	other	0	1	0
AIpz	AIha	Penguin Squeek	1	1	0	1	item	other	0	1	0
AIfw	AIfb	Searing Blade - fire melee	1	1	0	1	item	other	0	1	0
AIft	AIob	Frostguard - frost melee	1	1	0	1	item	other	0	1	0
AIlx	AIsb	Shaman Claws - lightning melee	1	1	0	1	item	other	0	1	0
AIcs	AOcr	Critical Strike (item)	1	1	0	1	item	other	0	1	0
AIcl	AOcl	Chain Lightning (item)	1	1	0	1	item	other	0	1	0
AIx3	AIab	(All + 3)	1	1	0	1	item	other	0	1	0
AIx4	AIab	(All + 4)	1	1	0	1	item	other	0	1	0
AIxk	Absk	Beserk (item)	1	1	0	1	item	other	0	1	0
